data_pid,location,price,time,title,month,brand,series,model,storage
260447828,서울특별시 강서구 화곡본동,960000,2024-04-25 20:09:26,갤럭시s24플러스 자급제 256기가 오닉스블랙,6,삼성,갤럭시 S24,plus,256
259634706,강원특별자치도 춘천시 신사우동,1300000,2024-04-25 20:09:26,갤럭시 s24 울트라256,6,삼성,갤럭시 S24,Ultra,256
261412295,경기도 화성시 우정읍,1600000,2024-05-25 20:09:26,갤럭시s24울트라 1tb 자급제 풀박스~삼케플가입~번개케어로만 판매,6,삼성,갤럭시 S24,Ultra,1TB
260433627,서울특별시 강서구 화곡본동,970000,2024-04-25 20:09:26,갤럭시s24플러스 자급제 256기가 마블그레이,6,삼성,갤럭시 S24,plus,256
260223698,경기도 안산시 상록구 안산동,1200000,2024-04-25 20:09:26,삼성 갤럭시 s24 울트라 256기가 옐로우티타늄(박스x),6,삼성,갤럭시 S24,Ultra,256
260355314,세종특별자치시  아름동,1300000,2024-04-25 20:09:26,갤럭시s24울트라 티타늄블랙 512g 미개봉 자급제 팔아요,6,삼성,갤럭시 S24,Ultra,512
258311698,경기도 부천시 원종2동,980000,2024-04-25 20:09:26,"삼성 갤럭시s24 코발트 바이올렛 256gb 자급제 + 필름, 케이스",6,삼성,갤럭시 S24,regular,256
260652093,전라남도 영광군 영광읍,870000,2024-04-25 20:09:26,갤럭시s24 256gb 깨끗한기기 판매합니다,6,삼성,갤럭시 S24,regular,256
260999318,경기도 광명시 광명7동,1155000,2024-04-25 20:09:26,갤럭시s24울트라 상태s++(256기가) +무선고속충전기,6,삼성,갤럭시 S24,Ultra,256
260554315,전라남도 영광군 영광읍,899000,2024-04-25 20:09:26,(7451)갤럭시s24 256gb s급 깨끗한기기 판매,6,삼성,갤럭시 S24,regular,256
259132685,경기도 의정부시 의정부1동,1350000,2024-04-25 20:09:26,[자급제 새제품]  갤럭시 s24울트라 256기가 판매,6,삼성,갤럭시 S24,Ultra,256
260227575,부산광역시 해운대구 좌제1동,1330000,2024-04-25 20:09:26,갤럭시s24울트라 512기가 티타늄그레이,6,삼성,갤럭시 S24,Ultra,512
259773143,전라북도 군산시 흥남동,1050000,2024-04-25 20:09:26,갤럭시 s24 플러스 그레이 512 판매합니다.,6,삼성,갤럭시 S24,plus,512
259601172,경기도 용인시 처인구 양지면,740000,2024-04-25 20:09:26,갤럭시 s24 256 팝니다,6,삼성,갤럭시 S24,regular,256
259773823,인천광역시 계양구 작전1동,1400000,2024-04-25 20:09:26,갤럭시s24울트라 512gb 그레이,6,삼성,갤럭시 S24,Ultra,512
259392937,충청북도 청주시 청원구 오창읍,800000,2024-04-25 20:09:26,[풀박] 갤럭시 s24 자급제 256g,6,삼성,갤럭시 S24,regular,256
255663277,경상북도 구미시 양포동,850000,2024-04-25 20:09:26,갤럭시 s24 256 오닉스 블랙 불박스팔아요,6,삼성,갤럭시 S24,regular,256
259551711,경기도 군포시 재궁동,1200000,2024-04-25 20:09:26,갤럭시s24울트라 256,6,삼성,갤럭시 S24,Ultra,256
260118401,대구광역시 동구 신천4동,1350000,2024-04-25 20:09:26,갤럭시 s24울트라 256 바이올렛 자급제풀박스,6,삼성,갤럭시 S24,Ultra,256
260629701,경기도 수원시 장안구 영화동,1200000,2024-04-25 20:09:26,삼성전자 갤럭시 s24 플러스 5g 512gb [자급제]제바,6,삼성,갤럭시 S24,plus,512
260059920,경기도 시흥시 연성동,1500000,2024-04-25 20:09:26,갤럭시 s24 울트라 512g 자급제 미개봉 팝니다,6,삼성,갤럭시 S24,Ultra,512
259133915,경기도 의정부시 의정부1동,1100000,2024-04-25 20:09:26,[자급제 새제품] 갤럭시 s24플러스 256기가 판매,6,삼성,갤럭시 S24,plus,256
259878873,부산광역시 금정구 청룡노포동,930000,2024-04-25 20:09:26,갤럭시s24 (오닉스 블랙)512gb[자급제],6,삼성,갤럭시 S24,regular,512
260497490,경기도 성남시 수정구 복정동,1050000,2024-04-25 20:09:26,삼성 갤럭시s24 플러스 256gb 자급제 미개봉 새제푸,6,삼성,갤럭시 S24,plus,256
259580507,서울특별시 강서구 가양제2동,900000,2024-04-25 20:09:26,갤럭시s24플러스 256기가,6,삼성,갤럭시 S24,plus,256
260532586,부산광역시 부산진구 개금제1동,1300000,2024-04-25 20:09:26,갤럭시s24울트라 512기가 블루색상 판매합니다.,6,삼성,갤럭시 S24,Ultra,512
261182804,경기도 남양주시 별내동,1450000,2024-04-25 20:09:26,"[자급제,미개봉] 갤럭시s24울트라 타티늄 그레이 512 기가 판매합니다",6,삼성,갤럭시 S24,Ultra,512
259973502,부산광역시 서구 동대신제1동,900000,2024-04-25 20:09:26,갤럭시s24 512 마블그레이 자급제공기계,6,삼성,갤럭시 S24,regular,512
260014645,충청남도 아산시 온양3동,800000,2024-04-25 20:09:26,갤럭시s24 마블그레이 512gb 풀박스 팝니다,6,삼성,갤럭시 S24,regular,512
259933983,충청남도 서천군 서천읍,1200000,2024-04-25 20:09:26,갤럭시s24울트라 512기가 티타늄 그레이,6,삼성,갤럭시 S24,Ultra,512
259966960,충청남도 홍성군 홍북읍,1580000,2024-04-25 20:09:26,갤럭시s24울트라 자급제 1tb 티타늄 블랙,6,삼성,갤럭시 S24,Ultra,1TB
260749797,대구광역시 수성구 두산동,880000,2024-04-25 20:09:26,[미개봉] 갤럭시s24 자급제 오닉스블랙 256g미개봉 새상품 싸게 팝,6,삼성,갤럭시 S24,regular,256
259781436,경기도 수원시 영통구 광교2동,1050000,2024-04-25 20:09:26,자급제 ) 갤럭시 s24 플러스 256 마블그레이,6,삼성,갤럭시 S24,plus,256
260044795,서울특별시 중랑구 묵제1동,1050000,2024-04-25 20:09:26,갤럭시 s24 플러스 퍼플 512 gb 자급제 팝니다,6,삼성,갤럭시 S24,plus,512
260484494,인천광역시 서구 검암경서동,1300000,2024-04-25 20:09:26,갤럭시s24울트라 512gb자급제 바이올렛색상 판매합니다.,6,삼성,갤럭시 S24,Ultra,512
258259922,울산광역시 북구 농소1동,850000,2024-04-25 20:09:26,갤럭시s24 256gb 마블그레이,6,삼성,갤럭시 S24,regular,256
260510210,경기도 평택시 비전2동,1370000,2024-04-25 20:09:26,(평택)갤럭시s24울트라 512 무기스 자급제공기계,6,삼성,갤럭시 S24,Ultra,512
260490538,부산광역시 금정구 부곡제1동,1900000,2024-04-25 20:09:26,갤럭시s24울트라 1테라 티타늄그레이(버즈fe포함),6,삼성,갤럭시 S24,Ultra,1TB
259996135,인천광역시 계양구 작전2동,1350000,2024-04-25 20:09:26,미개봉)갤럭시 s24 울트라 256 티타늄블루 자급제,6,삼성,갤럭시 S24,Ultra,256
259159243,충청남도 예산군 예산읍,890000,2024-04-25 20:09:26,갤럭시 s24 256gb 오닉스 블랙,6,삼성,갤럭시 S24,regular,256
259533016,서울특별시 구로구 구로제3동,850000,2024-04-25 20:09:26,갤럭시s24 자급제 256 바이올렛 풀박스,6,삼성,갤럭시 S24,regular,256
259931009,대구광역시 중구 성내1동,1400000,2024-04-25 20:09:26,갤럭시s24울트라 1테라 팝니다. 네고가능!,6,삼성,갤럭시 S24,Ultra,1TB
256260853,부산광역시 수영구 남천제2동,1750000,2024-04-25 20:09:26,삼성 갤럭시 s24 울트라 1tb 미개봉 자급제,6,삼성,갤럭시 S24,Ultra,1TB
260112111,경기도 성남시 중원구 성남동,1550000,2024-04-25 20:09:28,갤럭시s24u 울트라 블랙 1tb 자급제 공기기 팝니다.,6,삼성,갤럭시 S24,Ultra,1TB
